",",[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
\frac{-323}{-281}>-474/966,>,{,0.99909508228302,i,0.00039833399932831526,-,0.00022955604072194546,1.020351737679448e-05,8,1.3832736840413418e-06,32,1.1267022870242727e-09,729,NULL
\frac{364}{73}>753/661,>,.,0.6168699860572815,/,0.24242597818374634,&,0.0921952947974205,0.004285711329430342,8,6.763408464394161e-07,261,3.95232746086549e-06,102,NULL
\frac{993}{782}>-818/78,>,=,0.7199381589889526,⊆,0.09156408905982971,",",0.04419173672795296,0.7199381589889526,1,0.007182367146015167,9,1.5525914704994648e-06,681,NULL
\frac{472}{347}>111/344,>,=,0.8319026827812195,{,0.16661013662815094,+,0.0011490655597299337,0.8319026827812195,1,6.970311261511597e-08,106,1.777682001602443e-07,64,NULL
\frac{-102}{-143}>-535/749,>,{,0.8430453538894653,=,0.10927367955446243,(,0.012091726996004581,0.10927367955446243,2,0.010890264064073563,4,1.3453612154989969e-05,92,NULL
\frac{990}{661}>438/-872,>,{,0.9952900409698486,=,0.0022133388556540012,+,0.002008035546168685,0.0022133388556540012,2,3.201864819857292e-05,5,4.959575221619161e-07,19,NULL
\frac{-3}{-818}>-513/385,>,{,0.8625168800354004,(,0.05091327428817749,+,0.02485194057226181,0.02442561462521553,4,0.00453978544101119,5,2.0465127818170004e-05,49,NULL
\frac{-413}{-876}>-341/264,>,{,0.9785405993461609,+,0.015086323954164982,s,0.0012923949398100376,0.00036806496791541576,8,0.0005979567649774253,6,1.2118553968321066e-05,34,NULL
\frac{60}{247}>100/-940,>,{,0.2297811657190323,",",0.19876252114772797,+,0.09708080440759659,0.02539241872727871,12,0.0022798427380621433,19,5.551889262278564e-05,68,NULL
\frac{320}{-495}>951/-840,>,=,0.8657078742980957,},0.054093945771455765,:,0.03648219257593155,0.8657078742980957,1,0.003560126293450594,8,0.0046332827769219875,5,NULL
\frac{-764}{-80}>-751/-632,>,},0.4668600261211395,/,0.13378392159938812,.,0.07758385688066483,0.00856076180934906,12,0.0004990902962163091,39,3.0008766316313995e-07,862,NULL
\frac{-554}{-147}>-723/-739,>,/,0.9998176693916321,&,7.37897353246808e-05,{,5.1757779147010297e-05,3.407963276913506e-06,9,3.426165164910344e-07,21,1.6829918791927412e-08,91,NULL
\frac{88}{193}>-104/479,>,1,0.528272271156311,2,0.3811183571815491,86,0.016890965402126312,0.0004925834946334362,26,2.1420910343294963e-06,294,3.950514837924857e-06,218,NULL
\frac{-420}{-874}>367/-906,>,-,0.9041838049888611,{,0.03739387169480324,+,0.03330494835972786,0.02319173701107502,4,6.032532110111788e-05,10,0.0005762678920291364,6,NULL
\frac{-721}{-941}>787/-113,>,-,0.8847334980964661,\,0.045852530747652054,.,0.026122696697711945,0.00546967564150691,6,0.0006473431130871177,13,0.00018701051885727793,17,NULL
\frac{883}{607}>-757/174,>,49,0.56500643491745,x,0.11390776187181473,{,0.09350854903459549,0.023902155458927155,5,0.0046042632311582565,14,3.827100499620428e-06,483,NULL
\frac{655}{-723}>423/-166,>,-,0.5248705148696899,=,0.29041996598243713,{,0.09113282710313797,0.29041996598243713,2,0.002294124336913228,12,0.0003437062550801784,17,NULL
\frac{167}{898}>734/-936,>,{,0.9964723587036133,&,0.002934846794232726,<,0.00016313468222506344,8.130351488944143e-06,15,0.00016313468222506344,3,2.7119332557390408e-08,325,NULL
\frac{-776}{-813}>-466/704,>,{,0.9991393089294434,-,0.0004933079471811652,+,0.0002738721377681941,5.945500106463442e-06,7,7.91561603818991e-07,14,1.7567289289921462e-10,573,NULL
\frac{61}{362}>278/-194,>,",",0.5527421236038208,=,0.14043863117694855,.,0.12288729846477509,0.14043863117694855,2,0.0009261796367354691,21,3.2046285923570395e-05,86,NULL
\frac{-201}{-184}>-776/493,>,{,0.9733203053474426,<,0.012683138251304626,s,0.006108887027949095,0.00012258125934749842,16,0.012683138251304626,2,1.4381598703039344e-06,183,NULL
\frac{323}{98}>-149/-188,>,=,0.9231551289558411,4,0.013491202145814896,x,0.008950845338404179,0.9231551289558411,1,0.0008585189352743328,18,2.4188022507587448e-05,114,NULL
\frac{-649}{-178}>-757/588,>,{,0.5774204134941101,⊆,0.15628214180469513,<,0.05058316886425018,0.015061094425618649,4,0.05058316886425018,3,4.665397500502877e-05,339,NULL
\frac{693}{63}>775/604,>,{,0.5484604835510254,=,0.30691641569137573,(,0.0856686383485794,0.30691641569137573,2,3.0513072033500066e-06,63,3.5990251490147784e-07,163,NULL
\frac{-949}{594}>-965/21,>,{,0.6958441734313965,(,0.09793038666248322,",",0.08260324597358704,0.009623982943594456,7,0.00016169219452422112,47,0.0006031227530911565,27,NULL
\frac{296}{895}>-863/765,>,⊆,0.18075409531593323,=,0.11498735100030899,≈,0.08801919966936111,0.11498735100030899,2,0.004060181323438883,33,1.9779346985160373e-05,945,NULL
\frac{974}{476}>337/-944,>,{,0.9816972613334656,=,0.01437622494995594,",",0.0025541954673826694,0.01437622494995594,2,9.82326355369878e-07,26,6.001131396260462e-07,31,NULL
\frac{993}{96}>-680/362,>,-,0.9367901086807251,(,0.0210378747433424,+,0.0113021619617939,0.005569465458393097,4,6.617760561766772e-08,2764,1.6919797474201914e-07,1642,NULL
\frac{12}{429}>-775/177,>,=,0.6232215166091919,{,0.12486178427934647,+,0.06402495503425598,0.6232215166091919,1,0.056621305644512177,4,0.00022562642698176205,55,NULL
\frac{-684}{-251}>154/-485,>,-,0.9214538335800171,1,0.025934580713510513,4,0.020146390423178673,0.002115133684128523,7,1.2144596439611632e-06,151,1.6482325008837506e-05,44,NULL
\frac{432}{-645}>-464/80,>,{,0.9981610178947449,-,0.0016397587023675442,+,3.7752608477603644e-05,4.458873092971771e-07,38,2.052373019978404e-06,14,6.241729910705374e-10,963,NULL
\frac{-376}{189}>938/-9,>,+,0.2124895304441452,{,0.19898365437984467,>,0.17139138281345367,0.16694375872612,4,0.007232201751321554,14,0.17139138281345367,3,3
\frac{-709}{-106}>-490/87,>,{,0.8264931440353394,+,0.03249383717775345,0,0.03247720003128052,0.012942646630108356,5,0.0028142842929810286,14,0.00046676979400217533,26,NULL
\frac{-727}{-600}>-171/-700,>,{,0.3984985947608948,-,0.1905827522277832,4,0.17535552382469177,0.1394093930721283,4,0.023237578570842743,5,0.00040866222116164863,28,NULL
\frac{-163}{-4}>-945/707,>,{,0.7897149324417114,/,0.1574343889951706,$,0.005486051086336374,0.003100334433838725,6,0.000626098713837564,19,2.5805853510973975e-05,121,NULL
\frac{-62}{-783}>-88/680,>,=,0.5276526212692261,{,0.14602401852607727,m,0.03742757439613342,0.5276526212692261,1,9.05300385056762e-06,700,1.1156101209053304e-05,627,NULL
\frac{947}{437}>-270/307,>,",",0.3898318409919739,⊆,0.15809713304042816,=,0.09361033141613007,0.09361033141613007,3,0.004396234173327684,20,0.0007057888433337212,67,NULL
\frac{623}{255}>-190/835,>,f,0.6602182984352112,1,0.09386955201625824,-,0.0357077457010746,0.01067658606916666,7,0.0001535992050776258,157,0.00031311711063608527,88,NULL
\frac{857}{468}>798/-308,>,{,0.79459547996521,=,0.18634498119354248,.,0.008205327205359936,0.18634498119354248,2,1.0161706086364575e-05,22,2.335835461053648e-06,35,NULL
\frac{-288}{498}>444/-178,>,{,0.9165014028549194,+,0.055339667946100235,-,0.026782779023051262,0.0011109700426459312,4,1.1996992554941244e-07,34,2.8185568226035684e-06,9,NULL
\frac{-521}{-238}>-922/-603,>,/,0.6369940638542175,{,0.10930188745260239,i,0.10225443542003632,0.0024586545769125223,18,0.0027336874045431614,15,0.0006400853744708002,33,NULL
\frac{-939}{903}>259/-28,>,{,0.997533917427063,",",0.0008239729795604944,=,0.0005464650457724929,0.0005464650457724929,3,7.580034093734866e-07,19,3.6832658224739134e-05,10,NULL
\frac{60}{-329}>-575/466,>,{,0.9945855736732483,f,0.003317801048979163,&,0.00108411128167063,3.7396112020360306e-05,9,1.2235762369527947e-05,15,6.406594366126228e-07,62,NULL
\frac{-713}{-37}>-137/-740,>,{,0.7017241716384888,/,0.1114664152264595,},0.032440248876810074,0.00011612386151682585,103,0.0003120539477095008,57,4.750330845126882e-05,174,NULL
\frac{988}{563}>383/-549,>,{,0.9998726844787598,},4.5849064918002114e-05,=,1.6153984688571654e-05,1.6153984688571654e-05,3,3.02389602246933e-09,103,1.0784491877302571e-07,27,NULL
\frac{-768}{494}>987/-135,>,{,0.8071598410606384,-,0.13560190796852112,=,0.03168070316314697,0.03168070316314697,3,4.630937382898992e-06,31,0.00013562913227360696,10,NULL
\frac{-685}{-84}>863/146,>,%,0.4581523835659027,-,0.3365662395954132,+,0.04806840792298317,0.020114056766033173,6,0.000814010389149189,15,0.00012888939818367362,29,NULL
\frac{-596}{-190}>260/524,>,=,0.45223090052604675,-,0.18982982635498047,{,0.1378537267446518,0.45223090052604675,1,0.00034470760147087276,27,0.0025375329423695803,13,NULL
\frac{-184}{-823}>-131/7,>,{,0.9978869557380676,=,0.000513065664563328,<,0.0004785204364452511,0.000513065664563328,2,0.0004785204364452511,3,6.52800110856333e-07,61,NULL
\frac{-464}{-47}>767/247,>,-,0.9397345185279846,{,0.02133530005812645,1,0.01744384691119194,0.001006025355309248,9,1.9859175154124387e-05,36,2.1432388166431338e-06,102,NULL
\frac{754}{421}>-415/118,>,##4,0.2530185282230377,-,0.09854623675346375,≈,0.09393550455570221,0.007994430139660835,17,0.001486332854256034,55,3.140810440527275e-05,412,NULL
\frac{-359}{-526}>-843/489,>,{,0.9718344807624817,+,0.018455777317285538,-,0.004353987518697977,0.0007387212244793773,5,9.2365822638385e-05,17,1.791270278772572e-06,142,NULL
\frac{976}{949}>558/-188,>,{,0.7623522877693176,=,0.21017397940158844,.,0.008128900080919266,0.21017397940158844,2,0.0017123824218288064,6,0.0002472031337674707,16,NULL
\frac{-281}{-848}>-431/855,>,equals,0.3847159147262573,{,0.3714129626750946,=,0.18938466906547546,0.18938466906547546,3,0.0004931873409077525,24,2.7092479371049194e-08,1798,NULL
\frac{-710}{906}>845/-402,>,{,0.9945265650749207,-,0.0031542708165943623,%,0.0012765985447913408,0.00032155553344637156,4,6.990069891799067e-07,18,2.9217810038062453e-07,28,NULL
\frac{-613}{-224}>978/668,>,+,0.5956740379333496,-,0.24934044480323792,=,0.059857916086912155,0.059857916086912155,3,2.1362491509080428e-07,706,1.1851854651467875e-05,103,NULL
\frac{-328}{-15}>362/822,>,=,0.9606789350509644,{,0.01734355092048645,-,0.010655398480594158,0.9606789350509644,1,5.715982752008131e-06,47,0.00019452234846539795,13,NULL
\frac{401}{807}>-385/341,>,1,0.8792142868041992,=,0.03956662118434906,s,0.030637061223387718,0.03956662118434906,2,0.00014572357758879662,46,5.004688136978075e-05,81,NULL
\frac{613}{437}>406/469,>,{,0.48862019181251526,",",0.3271349370479584,.,0.09380514174699783,0.07767009735107422,4,0.00011798232299042866,20,0.0001890494313556701,13,NULL
\frac{-868}{-305}>839/-251,>,-,0.9851951003074646,=,0.003604705911129713,.,0.0025576602201908827,0.003604705911129713,2,8.592331141699106e-06,44,1.7424086763639934e-05,34,NULL
\frac{127}{924}>196/-326,>,=,0.8155924081802368,{,0.16782072186470032,\,0.006080298684537411,0.8155924081802368,1,0.00351340021006763,4,0.0002478653332218528,11,NULL
\frac{963}{260}>778/-550,>,{,0.48389533162117004,",",0.4807628393173218,(,0.01172384899109602,0.008465982042253017,4,3.130342292934074e-06,32,1.8224296809421503e-06,39,NULL
\frac{121}{603}>438/-807,>,{,0.8172784447669983,=,0.10837773978710175,",",0.023669244721531868,0.10837773978710175,2,0.0001426170492777601,27,0.0022216448560357094,7,NULL
\frac{-749}{-230}>384/-914,>,%,0.27047738432884216,1,0.25861218571662903,{,0.11409562826156616,0.008409310132265091,13,4.1376561057404615e-06,175,2.7228072212892585e-05,74,NULL
\frac{-435}{695}>-709/513,>,{,0.19426195323467255,f,0.14147867262363434,h,0.13615034520626068,9.644859528634697e-05,176,0.0074062529020011425,15,2.0959168978151865e-06,1383,NULL
\frac{-528}{-678}>-387/550,>,{,0.9463406801223755,4,0.009650892578065395,.,0.0049250307492911816,4.46304002252873e-05,76,0.00028993087471462786,29,2.9112956667631806e-07,1202,NULL
\frac{-73}{-343}>-860/291,>,{,0.8603090643882751,p,0.05963413044810295,4,0.03871721029281616,0.0007709616329520941,16,4.6800825657555833e-05,62,2.8446265787351876e-07,959,NULL
\frac{751}{-917}>541/-465,>,-,0.46460774540901184,{,0.377133846282959,.,0.08510079234838486,0.013044631108641624,5,0.0005380759248510003,16,0.0059883734211325645,8,NULL
\frac{347}{441}>-73/19,>,4,0.47066253423690796,-,0.4105739891529083,+,0.038590073585510254,0.0007822173065505922,16,0.0002011187025345862,31,4.3985517095279647e-07,904,NULL
\frac{-218}{-584}>61/-591,>,{,0.9260038733482361,-,0.03232906386256218,",",0.014209636487066746,0.004105689469724894,6,2.7921680157305673e-05,41,3.5984234273200855e-05,34,NULL
\frac{-491}{-138}>-30/-291,>,/,0.23821581900119781,4,0.19920064508914948,{,0.16087912023067474,0.009306365624070168,17,0.00018136082508135587,84,0.0033608265221118927,25,NULL
\frac{-981}{-623}>707/825,>,=,0.4848121702671051,{,0.3005952537059784,-,0.14582906663417816,0.4848121702671051,1,0.00030191955738700926,21,0.0003892754320986569,18,NULL
\frac{-20}{873}>884/-650,>,{,0.9998000264167786,=,0.00014470155292656273,+,1.827475534810219e-05,0.00014470155292656273,2,5.040878647832869e-08,19,1.4182083418745606e-07,12,NULL
\frac{923}{855}>727/777,>,{,0.9838969707489014,=,0.013036144897341728,&,0.0020662795286625624,0.013036144897341728,2,4.9324477004120126e-05,11,9.080391464522108e-05,7,NULL
\frac{641}{320}>-776/216,>,=,0.5311451554298401,4,0.10781435668468475,1,0.06995577365159988,0.5311451554298401,1,9.430070349480957e-05,114,7.231374752336706e-07,1538,NULL
\frac{-527}{-282}>539/-111,>,-,0.9728716015815735,+,0.0059734247624874115,1,0.004456683993339539,0.0013884634245187044,8,1.9704245914908824e-06,68,1.542683457955718e-05,28,NULL
\frac{-930}{-39}>-203/-505,>,<,0.6872065663337708,&,0.0588897243142128,f,0.05630653351545334,0.004997712559998035,11,0.6872065663337708,1,0.0021811537444591522,18,NULL
\frac{-367}{942}>590/-100,>,{,0.9999613761901855,%,1.5860812709433958e-05,small,1.0042871508630924e-05,2.456411323237262e-07,11,3.076398513712775e-08,38,2.492520820851496e-07,10,NULL
\frac{585}{-896}>901/-805,>,-,0.6385347843170166,{,0.30771932005882263,%,0.01888779178261757,0.0019893350545316935,9,0.009503756649792194,4,0.0011858036741614342,11,NULL
\frac{-976}{-253}>-869/-621,>,/,0.9398937225341797,%,0.015847710892558098,36,0.004187160637229681,5.8178942708764225e-05,62,6.88916145463736e-07,517,1.219862610923883e-06,382,NULL
\frac{-981}{-534}>487/-989,>,-,0.9729092121124268,.,0.006861944682896137,",",0.00605463981628418,0.00043219068902544677,8,3.799271652837888e-08,224,4.96607790410053e-05,18,NULL
\frac{847}{275}>-700/-463,>,by,0.780843198299408,of,0.05324077606201172,/,0.0238956231623888,0.012350285425782204,6,5.881434117327444e-05,103,1.0195984032179695e-05,258,NULL
\frac{496}{96}>-986/-637,>,=,0.45198479294776917,(,0.13614392280578613,m,0.1285218894481659,0.45198479294776917,1,0.0017460548551753163,16,3.713768455781974e-05,92,NULL
\frac{-208}{-233}>802/-605,>,new,0.5411428213119507,-,0.4019921123981476,%,0.016512921079993248,0.003528372850269079,7,0.00016419406165368855,24,0.0001193076532217674,29,NULL
\frac{-573}{-518}>-520/-562,>,{,0.7522459030151367,+,0.20371659100055695,=,0.022788481786847115,0.022788481786847115,3,0.0017872859025374055,5,0.0006683378014713526,10,NULL
\frac{-853}{-529}>606/866,>,{,0.6823581457138062,-,0.20325061678886414,=,0.06653861701488495,0.06653861701488495,3,0.0004641141276806593,14,0.0003632181906141341,15,NULL
\frac{891}{-368}>-753/30,>,{,0.5553277730941772,4,0.14092372357845306,},0.07882233709096909,0.012869184836745262,9,0.00278890086337924,16,3.457629418335273e-06,349,NULL
\frac{843}{117}>-86/-773,>,",",0.3944786489009857,=,0.16544628143310547,+,0.07544482499361038,0.16544628143310547,2,0.0005360656068660319,44,1.8606715457281098e-05,227,NULL
\frac{226}{102}>599/936,>,=,0.9468070268630981,by,0.027936028316617012,.,0.003739927662536502,0.9468070268630981,1,4.3152056605322286e-05,59,0.0001591924374224618,27,NULL
\frac{-156}{173}>-760/685,>,=,0.607583224773407,.,0.1645304411649704,4,0.06727606803178787,0.607583224773407,1,0.0018722278764471412,14,0.0004347146023064852,25,NULL
\frac{-413}{277}>860/-201,>,.,0.35636547207832336,{,0.3272976577281952,%,0.10341128706932068,0.0006792162312194705,25,7.761938832118176e-06,243,6.976447821216425e-06,265,NULL
\frac{-891}{-645}>415/-650,>,=,0.6959306001663208,",",0.17249491810798645,-,0.0855749249458313,0.6959306001663208,1,1.1898839147761464e-05,26,9.125640644924715e-05,14,NULL
\frac{-767}{795}>699/-484,>,{,0.9923791885375977,&,0.005414239130914211,.,0.000530674122273922,0.0003361974668223411,6,9.166516065306496e-06,16,3.5594187011156464e-06,20,NULL
\frac{-362}{-484}>126/-455,>,=,0.5026699900627136,-,0.2028248906135559,",",0.14989009499549866,0.5026699900627136,1,6.141438643680885e-05,38,0.00038193713407963514,16,NULL
\frac{-128}{-893}>434/-877,>,-,0.953393816947937,{,0.01455867663025856,%,0.011068160645663738,0.0020329051185399294,7,0.0004247899923939258,9,1.880287345557008e-05,20,NULL
\frac{-111}{-881}>146/-149,>,{,0.7544346451759338,.,0.12006877362728119,=,0.03119826875627041,0.03119826875627041,3,0.0004010237171314657,23,5.7705765357241035e-05,62,NULL
\frac{788}{507}>295/-301,>,",",0.7372385859489441,{,0.1827942579984665,=,0.03919178619980812,0.03919178619980812,3,1.0358975544022542e-07,110,1.3448324125420186e-06,31,NULL
\frac{10}{149}>462/-44,>,=,0.39631760120391846,+,0.30658480525016785,{,0.2147299200296402,0.39631760120391846,1,6.11520663369447e-05,39,1.8446444300934672e-05,63,NULL
\frac{-60}{-62}>-223/728,>,=,0.5772643685340881,{,0.20117735862731934,},0.07588832080364227,0.5772643685340881,1,0.0005671086255460978,16,1.1329172593832482e-05,52,NULL
\frac{203}{356}>-461/164,>,441,0.2223559319972992,unchanged,0.09201761335134506,381,0.029207222163677216,1.1233913710384513e-06,5550,7.011092861830548e-08,17996,3.0405142847911293e-09,27772,NULL
\frac{-530}{262}>695/-125,>,-,0.9798449873924255,=,0.008095289580523968,%,0.006398174911737442,0.008095289580523968,2,2.1224670490482822e-05,21,2.9902864753239555e-06,41,NULL
\frac{-954}{655}>963/-444,>,{,0.4410824179649353,",",0.38834691047668457,&,0.10897458344697952,0.001595644629560411,10,0.00011126170284114778,15,1.2599339243024588e-05,23,NULL
\frac{-245}{-662}>600/-985,>,",",0.5761538147926331,-,0.14568394422531128,{,0.1169099509716034,0.07714088261127472,4,2.7377913283999078e-05,94,0.0010739878052845597,20,NULL
\frac{429}{313}>-553/474,>,=,0.4584922790527344,-,0.14377804100513458,/,0.07288630306720734,0.4584922790527344,1,2.3401549697155133e-05,293,2.248857526865322e-05,304,NULL
\frac{384}{263}>-48/442,>,1,0.2351924180984497,add,0.09259940683841705,2,0.0672401487827301,0.0009627161198295653,71,4.519327558227815e-05,436,9.809266430238495e-07,2892,NULL
\frac{265}{164}>-102/197,>,=,0.3203614354133606,",",0.3041559159755707,⊆,0.09720905870199203,0.3203614354133606,1,0.040025267750024796,5,2.3603006411576644e-05,283,NULL
\frac{-823}{-839}>260/-816,>,-,0.48152750730514526,+,0.1524030864238739,=,0.11958331614732742,0.11958331614732742,3,0.00015307741705328226,42,0.019092954695224762,6,NULL
\frac{870}{297}>924/654,>,=,0.8014299869537354,is,0.1070040687918663,.,0.03893052041530609,0.8014299869537354,1,8.623264875495806e-05,50,0.007931656204164028,5,NULL
\frac{676}{364}>-213/353,>,=,0.4503171443939209,-,0.2704732418060303,third,0.18857474625110626,0.4503171443939209,1,8.84509881871054e-06,243,5.759049237497038e-09,4415,NULL
\frac{-869}{-324}>93/-359,>,=,0.4902667999267578,-,0.317583829164505,+,0.1293341964483261,0.4902667999267578,1,0.0010164673440158367,13,0.0033153279218822718,7,NULL
\frac{-696}{-15}>946/99,>,-,0.9908483028411865,{,0.0022743914742022753,=,0.0022523573134094477,0.0022523573134094477,3,5.8935074775945395e-05,15,1.937389788508881e-05,21,NULL
